total_box,budget,release_coverage,pindex
28409,0,0,3536795
31011732,4.00E+07,0.06437247,3536799
275497,0,0.001416285,3536819
91151,0,0.000497834,3537033
70454098,0,0.094458212,3537184
35927406,0,0.067158324,3537208
18784957,0,0.048540931,3537242
7696134,6.00E+07,0.066190071,3537257
8614,0,2.52E-05,3537649
6391946,0,0.065840264,3537811
19145198,0,0.024721671,3538065
1110509,7.00E+06,0.003033161,3538135
403701,0,0.001009048,3538348
157937,0,0.00019988,3538361
737548,0,0.005463201,3538463
32492859,2.50E+07,0.081918654,3538512
93388,0,0.00122346,3538664
2462,0,0.000137231,3538986
10535,0,8.12E-05,3539081
57386607,5.00E+07,0.064298992,3539336
4011793,0,0.007852524,3539572
61917389,3.80E+07,0.070076887,3539753
372438,0,0.000629838,3540018
8840453,6.00E+06,0.050544673,3540039
10815378,0,0.060703014,3540273
42538,0,0.002216838,3540396
40864,0,0.000103109,3540400
10627754,0,0.064195028,3540552
36006,1.20E+07,0.000132668,3540713
21811187,0,0.075092631,3540844
7698010,0,0.010078105,3541040
186336279,1.10E+08,0.091567608,3541050
20883046,0,0.074006504,3541149
33302167,0,0.04583183,3541157
5713,0,2.58E-05,3541234
28549298,2.00E+07,0.063231428,3541274
685780,0,0.008811669,3541354
507941,0,0.000754087,3541393
126293452,5.00E+07,0.090758798,3541395
15379253,0,0.043041908,3541401
82569971,0,0.059584097,3541614
17737646,0,0.022446633,3541618
301796,0,0.000753177,3541710
8345845,0,0.057870912,3541722
21437192,3.00E+07,0.058277107,3541811
32061555,0,0.081662113,3541813
4348572,0,0.050456568,3541919
1221366,0,0.001253837,3541944
111506430,1.45E+08,0.098883772,3541991
68224452,5.50E+07,0.084436584,3542059
34694,0,0.000874869,3542122
13351357,0,0.066907274,3542165
1915,0,2.80E-05,3542211
104678,0,0.000670207,3542320
3125424,0,0.028096465,3542375
25799486,0,0.057663556,3542389
12825141,0,0.050015136,3542399
9229808,0,0.013557194,3542499
3309421,0,0.000251059,3542511
11036366,0,0.013850563,3542515
219195243,2.50E+07,0.09185983,3542612
1720953,750000,0.00058374,3542712
2144667,0,0.002510398,3542713
10082005,0,0.054219502,3542787
22549338,1.10E+07,0.007960665,3543477
4328849,0,0.005597297,3543480
21590086,0,0.024204528,3543619
120620254,0,0.086425896,3544676
7220243,0,0.006956571,3544821
11526099,0,0.054656756,3544824
29731,0,0.000379555,3544985
21075014,0,0.071776933,3545004
4555459,0,0.039104791,3545156
37731,0,0.000100852,3545162
266689,0,0.000808489,3545405
47403685,7.00E+07,0.0397474,3545414
34327391,0,0.070263361,3545559
16625807,2.40E+07,0.061000242,3545571
51183113,5.00E+07,0.079937932,3545574
25804707,0,0.067723207,3545769
31945749,5.00E+07,0.07461892,3545841
22107,0,5.00E-05,3545876
17381942,0,0.046762202,3545966
1531154,0,0.002573764,3546206
9947631,0,0.059558443,3546422
30867525,0,0.050677735,3546442
696241,0,0.001399161,3546613
561457,0,0.000479048,3546730
50572589,0,0.076171573,3546836
6263883,0,0.020156189,3546847
118475,0,0,3546917
141504,0,0.000109785,3546925
14859394,2.70E+07,0.036438555,3547043
154087,0,0.000463989,3547111
31478,0,0.000303183,3547161
43894863,3.00E+07,0.06646678,3547493
6820,0,5.15E-05,3547711
103509,0,0.000132668,3548116
1248746,0,0.005635119,3548734
2246000,0,0.039119132,3548831
2750707,0,0.001093969,3548917
17669317,1.20E+07,0.039742006,3549016
174380,0,0.007495921,3549126
19219250,2.00E+07,0.067878663,3549140
127120029,3.80E+07,0.074564569,3549148
241438208,5.00E+06,0.056489576,3549204
59689605,0,0.079130781,3549205
4655,0,2.65E-05,3549206
51545952,1.50E+07,0.064588484,3549276
23591472,0,0.078441253,3549284
15550605,1.40E+07,0.061879383,3549324
3335984,0,0.045461641,3549360
65797,0,0.000728882,3549395
4781448,0,0.059227563,3549595
33620,0,0.000104126,3549682
52929168,0,0.059728722,3549692
181041,1100,0.001591876,3549824
3922273,0,0.049164425,3549962
34134641,6.00E+06,0.064075428,3550029
246574,0,0.000127444,3550031
11079373,0,0.014905003,3550207
25479558,0,0.051444415,3550275
36850101,6.50E+07,0.063262503,3550389
22313201,0,0.064410884,3550438
568762,5250000,0.002900918,3550561
40573,0,0.000196353,3550667
8072007,0,0.057012409,3550927
59489799,1.70E+07,0.084784285,3550934
17359799,0,0.069429353,3550940
3603615,0,0.034498153,3551205
231574,0,0.000515544,3551447
27804899,0,0.050339499,3551597
8665206,0,0.02969439,3551653
635620,0,0.000592497,3551686
163383,0,0,3551708
25000,0,0,3551775
5958456,0,0.047410412,3551819
173066,0,0.000103109,3552268
169600,0,0,3552471
4013786,0,0.006832516,3552552
2479538,0,0.006525119,3552571
6401336,0,0.003977434,3552637
242707,0,0.000480769,3552721
92822,0,0.000126326,3552882
4122748,0,0.048594425,3552975
49200230,3.00E+07,0.066423674,3553232
14744435,2.50E+07,0.065080972,3553352
13854000,0,0.049634658,3553398
17282,0,2.55E-05,3553459
22530295,0,0.070337108,3553479
243616,0,0.000352983,3553678
70177,0,0.000554687,3553755
14600347,0,0.01591713,3553780
713240,0,0.000631261,3554433
6166819,0,0.055643492,3554487
29762011,6.80E+07,0.057687646,3554534
1007306,0,0.000874508,3554612
89442,0,0.000101955,3554627
1541218,0,0,3554628
8891623,2.80E+07,0.045891573,3554647
12793213,0,0.019023736,3554692
90135191,2.50E+07,0.044347826,3554699
80197993,3.50E+07,0.080255109,3557410
5669831,0,0.033511178,3557929
443169,0,0.000524561,3557961
25526,0,7.73E-05,3558947
29220,0,5.49E-05,3558993
51132598,3.00E+07,0.089287722,3559017
72073,0,0.000159202,3559058
1038959,0,0,3559059
81777,0,8.40E-05,3559177
25612520,0,0.067329999,3560046
161182,0,0.000257772,3560320
47144110,2.50E+07,0.056994269,3560390
44540956,4.00E+05,0.028187183,3560650
133058,0,0.000252186,3560813
10465659,6500000,0.023032952,3560904
145088,0,0.00114931,3560981
10873237,0,0.052616108,3561205
21583831,0,0.002003568,3561378
79800,0,0.000449933,3561700
10656,0,0.000199134,3562326
253941,0,0.000375413,3562346
71319526,0,0.085074822,3562419
49364621,0,0.074950723,3562420
62660,0,0.000549918,3562424
36381186,0,0.07654979,3562474
173008894,1.00E+08,0.089007822,3562546
219964115,0,0.098778162,3562550
1301121,0,0,3562649
50282766,3.40E+07,0.071340253,3562934
55282,0,7.58E-05,3563047
646,0,5.04E-05,3563172
25069101,0,0.056899303,3564084
3369307,5.00E+06,0.018916178,3564919
17654912,1.20E+07,0.024185489,3565161
26255594,0,0.068793376,3565219
86959,0,0.000617111,3565375
43577636,6.60E+07,0.077960757,3565515
15185672,0,0.077499415,3565555
150157400,1.80E+07,0.082866153,3566115
55455765,0,0.085030119,3566126
215026,0,0.000581102,3566236
1904606,0,0.001692047,3566239
33683817,0,0.046311214,3566612
2001124,0,0.003410804,3566882
929558,0,0.001145019,3567659
38583626,0,0.063440484,3567676
19245,0,5.15E-05,3567759
20431,0,0.00010011,3568375
307631,0,0.000985749,3568419
24850922,2.00E+07,0.070273472,3568451
55474756,2.50E+07,0.067329186,3568466
47219,0,2.65E-05,3568468
5645298,0,0.031837519,3568512
14485,0,5.16E-05,3568568
2434652,1.50E+07,0.005870445,3568685
14272,0,5.04E-05,3568811
6858261,0,0.054232662,3568834
46375,0,0.002802062,3569173
16734283,0,0.049473657,3569502
47624353,8.00E+06,0.036730387,3569513
3565508,0,0.007542291,3569521
18090181,0,0.070178725,3569649
21521,0,5.85E-05,3569785
71743,1.00E+06,0.000196144,3569839
36106,0,0,3570014
54544638,5.60E+07,0.088554826,3570020
219672,0,0.00029187,3570161
11882,0,2.75E-05,3570187
14071441,3.00E+07,0.082503088,3570211
10763469,0,0.022424851,3570280
1588015,0,0.003038574,3570337
4584,0,2.53E-05,3570484
2819485,1.50E+07,0.049932577,3570583
14109,0,7.47E-05,3570638
18211013,0,0.070449039,3570661
10027047,0,0.029031683,3570693
57328603,1.10E+07,0.039033508,3570728
15942628,0,0.059246979,3570762
3395581,0,0.006555842,3570800
8093,0,5.00E-05,3570849
214661,0,0.001035619,3571463
65000,0,0,3571607
1587173,0,0.002802062,3571843
31487293,1.00E+07,0.062342277,3572001
8175346,0,0.066408074,3572087
188786,0,0.000657895,3572096
306691,0,0.000143663,3572307
6202756,0,0.043626557,3572878
17643,0,8.45E-05,3572893
250863268,0,0.098086685,3572896
177243721,1.50E+08,0.10452935,3572897
113746621,1.27E+08,0.097957754,3572906
76185,0,0.000227733,3572977
9889670,0,0.025495274,3573081
337812,0,0,3573130
271755,0,0.001399161,3573283
16027,0,0.000212269,3573336
591366,0,0.003308802,3573399
3109904,0,0,3573416
5835247,0,0.064835811,3573479
9802,0,0.000250275,3573480
271000,0,0.003774567,3573483
2015810,0,0.001623443,3573583
166635,0,0,3573954
8862354,0,0.062484253,3574048
32381217,8500000,0.069226149,3574078
1149470,0,0,3574146
21147,0,0.000150165,3574241
5430,0,2.58E-05,3574468
41850659,0,0.069629706,3574476
1179002,0,0.009414718,3574587
48006762,3.70E+07,0.090590719,3575353
19676965,8.00E+07,0.03599011,3575568
478830,0,0.000905723,3575632
69684532,0,0.064468628,3575664
38122883,4.00E+07,0.063798333,3575921
3377618,0,0.02017044,3576768
13681765,4.40E+07,0.03508961,3576856
2343664,0,0.002496092,3577117
74283625,0,0.05250812,3577444
1433319,0,0.00301593,3577600
15339030,0,0.066132114,3577636
27288872,0,0.085362196,3577647
6796,0,0.000124925,3577853
181600,1.20E+07,0.011264291,3577861
52543632,13200000,0.054434878,3577869
16093651,0,0.057894507,3578016
222099,5.00E+06,0.000673144,3578251
2877571,0,0.022487764,3578313
11528613,0,0.01157465,3578433
12303904,0,0.057005939,3578532
74918,0,0.001336292,3578844
20017,0,0.000199134,3578960
200238,0,0.000680752,3579047
135004,0,0.008527009,3579063
43107979,0,0.062509666,3579236
4662137,0,0.017536653,3579260
70662220,2.50E+07,0.077059121,3579587
62703,0,0.000253478,3579611
35509515,0,0.04982583,3579934
101200044,1.25E+08,0.089373311,3580154
532878,0,0.000231756,3580193
540382,0,0.023019024,3580273
25342,0,0.000176491,3580469
563358,0,0.013707896,3580512
39491975,0,0.041477762,3580513
10663357,0,0.031413352,3580944
16513,0,5.16E-05,3581432
2280148,0,0.017886888,3581479
10550,0,0.000532959,3581606
2278264,0,0.023445229,3581712
92168600,5.00E+07,0.079662629,3582041
95673607,6.00E+07,0.081069238,3582492
17062499,0,0.060013939,3582637
22891,0,6.73E-05,3582727
70950,0,0.00014935,3582798
7182747,4.00E+07,0.055491026,3582927
18337722,3.50E+07,0.067793462,3582987
3832228,0,0.035363111,3583209
1420578,0,0.001991585,3583371
163488,0,0.000151822,3583795
38252284,1.50E+07,0.066608461,3584066
6152,0,0,3584087
36026,0,2.50E-05,3584121
10572742,5.00E+06,0.018479341,3584139
610792,2.00E+07,0.014245373,3584169
53744,0,0.000101955,3584218
21152,0,0.000154504,3584499
318121,0,0.001024385,3584679
14789113,0,0.046308698,3584750
577,0,2.60E-05,3585000
8479793,4.00E+07,0.067819311,3585145
32324557,0,0.046323234,3585220
7886,0,0.000124925,3585262
7503736,0,0.043029304,3585284
15843,0,0,3585373
44480039,2.50E+07,0.059249961,3585374
36843682,2.00E+07,0.041827033,3585507
116089678,4.20E+07,0.075031645,3585645
192186,1500000,0.000741046,3586041
2036682,8.00E+06,0.005323044,3586210
1808,0,2.55E-05,3586290
27112329,0,0.061523543,3586322
117723989,7.50E+07,0.077706621,3586513
65075540,0,0.080450042,3586516
11146,0,0.000100852,3586538
49591,0,7.51E-05,3586551
194201,0,0.000188294,3586571
3105,0,5.31E-05,3586639
847468,0,0,3586673
22189039,0,0.069304613,3586686
257868,0,0.005232768,3586837
1808679,0,0.000563285,3586887
410952,0,0.009832885,3587913
25170054,3.50E+07,0.040985184,3588379
26042,0,0.000103003,3588460
781727,0,0.028219358,3588560
30950002,0,0.049032144,3588611
44230,0,0.000174242,3588642
123309890,8.40E+07,0.089364743,3588688
16025437,0,0.041232468,3589942
45512588,0,0.023282663,3590348
234480,0,0.000676819,3591509
29815,7.00E+06,0.000872083,3593489
89107235,1.20E+08,0.094743154,3594282
24007324,1.80E+07,0.069507812,3594543
68261644,2.00E+07,0.067137359,3594581
3123963,0,0.005055561,3594795
43583,0,0.00014991,3594834
8018,0,5.31E-05,3594966
52768,0,0.000100852,3595053
183417150,8.50E+07,0.086605081,3595201
117154724,0,0.091895654,3595204
125544280,1.10E+08,0.090297791,3595205
2201428,0,0,3595351
5357328,0,0.009853461,3595440
26185,0,0.000101955,3595442
32547800,2.50E+07,0.04583771,3595464
27695246,5.00E+06,0.066160304,3595532
2300121,0,0.000951046,3595854
19710,0,0.000149874,3596504
5471088,0,0.015784881,3596533
18262,0,2.55E-05,3596715
4842778,0,0.053271719,3596717
7242035,0,0.059276233,3596797
24425,0,0.000104126,3596872
15217,0,0.00085083,3596938
1317167,0,0.001963534,3596941
19285,0,0,3596950
34249,0,7.47E-05,3596974
54767494,4.50E+07,0.079902424,3597174
76054,0,0,3597212
10827810,1.00E+07,0.046861113,3597273
1463,0,2.50E-05,3597319
850,0,4.98E-05,3597325
38244,0,0.000178421,3598031
49492060,3.50E+07,0.087298958,3600003
1914090,0,0.007458204,3600040
3574256,0,0.010339863,3600111
255923,0,0.000312378,3600162
75585093,2.40E+07,0.076914446,3600355
2193658,3.00E+07,0.01456626,3600504
124693,0,0.00082431,3600669
74151346,0,0.064983354,3600929
98925640,7.00E+07,0.077603438,3601438
543044,0,0.005781359,3602279
23968,0,0.000128886,3602348
38590458,5.00E+07,0.075311926,3602397
73492,0,0.000126326,3603391
4365455,1.60E+07,0.025375993,3603459
17099,0,9.96E-05,3603508
405191,0,0.003794311,3603559
2892,0,5.15E-05,3603568
49940,0,0.000301908,3603584
744296,0,0.002697796,3603666
46737,0,0.000134658,3603759
14851083,0,0.029830756,3604485
1.00E+07,0,0.05305174,3604492
732655,0,0.00079988,3604516
144601,0,0.000312378,3604553
54780,0,0.000412326,3604566
8669847,0,0.043666217,3604653
6582052,0,0.05837821,3604672
56359780,2.90E+07,0.092258065,3604825
172564,0,0.000466584,3604864
2291255,0,0.002765507,3604909
550472,1.20E+07,0.000994061,3605090
15504,0,5.31E-05,3605302
101196,0,0.001074355,3605369
13431806,0,0.046512308,3605422
9406,0,5.01E-05,3605433
13843771,1.50E+07,0.043582617,3605469
28873374,1.00E+07,0.068334,3605662
5727130,0,0.035179664,3605703
1543112,0,0.001269136,3605742
46151454,0,0.06642898,3605791
26414527,4.00E+07,0.069008119,3605861
11276846,0,0.059012135,3605935
31597131,1.20E+07,0.03732347,3606070
13334,0,0.000557207,3606345
13677222,0,0.040067387,3606471
240067,0,0.001400447,3606529
26890041,2.00E+07,0.057681413,3606653
10629,0,5.31E-05,3606761
6290673,1.80E+07,0.051202614,3606909
2642983,0,0.012772635,3607010
13395961,2.00E+07,0.023662632,3607070
11698,0,5.10E-05,3607301
7965,0,0.00024985,3607559
1223034,0,0.012145867,3607795
100401,0,0.000126065,3607799
23245840,0,0.047881058,3607828
190441,0,0.000494791,3607986
206128,1.40E+07,0.00016159,3608275
779188,0,0.002023786,3608727
1879534,7.00E+06,0.002373576,3608821
150000,0,0.000130157,3608916
21830957,0,0.063030155,3608933
3283371,0,0.026067275,3608948
57581,0,0.000364268,3608950
15312,0,5.04E-05,3608954
20059210,0,0.060586759,3608987
167102,0,0.000196144,3609705
58331254,2.20E+07,0.063618513,3610345
9481,0,0.000179578,3610371
85105259,8.50E+07,0.099778732,3610373
30610863,5.00E+05,0.07598878,3610469
1750,0,0,3610498
24670346,0,0.077506016,3610951
11573,0,2.58E-05,3610971
6795,0,2.58E-05,3611001
11359129,0,0.053539934,3611572
41076018,0,0.064923784,3612139
34577,0,0.000126065,3612360
4083,0,2.82E-05,3612541
49001,0,7.65E-05,3612809
602302,0,0.002949945,3612854
3718087,0,0.016144765,3613196
16534221,4.20E+07,0.061792373,3613219
54754,0,0.000535121,3613559
41596251,0,0.070094053,3613560
252430,0,0.001102341,3613582
20389,0,8.42E-05,3613893
23562716,0,0.056455213,3614363
1897404,0,0.002039856,3614393
13596911,0,0.064918605,3614749
1796,0,2.58E-05,3615115
2844379,0,7.18E-05,3615364
91441,0,0.000298701,3615458
25682090,0,0.050691992,3615482
24449,0,0.000100852,3615983
50856010,5.00E+06,0.07255481,3616261
35144505,9.00E+06,0.078856972,3616278
166750,0,5.31E-05,3616364
7002261,2.80E+07,0.055041744,3616365
34972,0,7.73E-05,3616399
20255281,0,0.040713563,3616492
24816118,5.00E+06,0.064552804,3616672
20584,0,0.000124925,3616965
294266,0,0.006195192,3617439
13906394,2.40E+07,0.056638315,3617440
39673161,1.40E+07,0.081577986,3617464
26966,0,0.000151278,3617516
87071205,0,0.053390883,3617564
5099316,0,0.057053207,3617589
37562568,0,0.061812222,3617922
16050,0,5.04E-05,3618048
11330849,2.20E+07,0.052493504,3618127
9078,0,2.93E-05,3618179
41088845,5.00E+07,0.08628331,3618301
1659542,0,0.027881336,3618362
29022252,0,0.054479837,3618456
67659560,0,0.080091944,3618532
461572,2.00E+05,0.00049403,3618660
166003,5.00E+07,0.002085801,3618695
287198,0,0.000458797,3618917
52864741,0,0.05802725,3618933
7302522,7.00E+06,0.028332121,3619069
163561,0,0.000364441,3619162
7563670,0,0.050908997,3619395
155019340,0,0.106546922,3619531
16057580,0,0.077516645,3619624
26713187,0,0.050046298,3619708
577701,0,0,3619805
3088,0,0,3620394
89507,0,0.000127444,3620430
234911825,2.15E+08,0.097741355,3620579
180503,0,0.000466584,3621032
53695808,3.00E+07,0.063695417,3621042
28454,0,0.000196144,3621047
3995018,0,0.054931175,3621074
29381956,0,0.054211808,3621575
101802906,1.90E+08,0.082075755,3621595
1067028,0,0.001642244,3622205
3090862,0,0.00764963,3622444
49875291,2.60E+07,0.082525485,3622506
41410568,0,0.082847923,3623470
553368,0,0.001262522,3623611
5878911,0,0.044047062,3623781
767732,0,0.001424146,3623810
365284,0,0.000861976,3623859
35088320,1.50E+08,0.087861821,3624103
881950,0,0.001176866,3624583
66680,0,0.00039976,3624608
779137,1.00E+06,0.000302372,3624773
96397334,4.80E+07,0.087396324,3624839
6834525,0,0.025607873,3625743
1115615,0,0.008123781,3626074
15714234,0,0.059091533,3626284
1121744,0,0.001180184,3626425
1274062,0,0.00244692,3626491
13514,0,7.65E-05,3626522
32000304,1.20E+07,0.075763635,3626632
36577,0,7.81E-05,3626702
18634643,0,0.037258006,3627484
2007100,0,0.010983838,3627699
96630,0,5.50E-05,3627885
7385015,3.50E+07,0.061438137,3628481
486767,0,0.000953756,3628538
107918810,3.00E+06,0.081958502,3628562
104028807,5.00E+06,0.084108135,3628563
53900335,5.00E+06,0.086026928,3628565
18300124,1.00E+07,0.041393791,3628571
32462372,5.00E+06,0.07215437,3628572
56003051,6.00E+07,0.087111089,3628667
77267296,2.50E+07,0.084917553,3629161
100047830,0,0.061035731,3629176
870532,3.00E+06,0.004101043,3629188
402000,0,0,3629277
769552,0,0.000606367,3629280
3779620,5.00E+05,0.003821282,3629495
17616641,3.50E+07,0.05591645,3629876
653651,0,0.006421147,3629949
869838,0,0.000674595,3630445
5348,0,2.81E-05,3630456
472370,0,0.000359157,3630860
742898,0,0.000364656,3630926
169785,0,0,3631673
292102,0,0.000721761,3631828
4030793,0,0.023082415,3631940
44065653,0,0.078289839,3631981
292437,0,0.003218829,3632004
100014092,1.10E+08,0.086573406,3632014
4814619,0,0.007575157,3632320
250897,0,0,3632355
769272,0,0.003353583,3632369
3669,0,5.06E-05,3632392
540833,0,0.002073526,3632456
255355,0,0.000126518,3632490
267265,0,0.001763668,3632795
2064,0,2.53E-05,3633029
135026902,9.00E+07,0.085138141,3633098
2152738,0,0.00174242,3633166
10232081,4.50E+07,0.045264732,3633254
109846,0,0.001184529,3633286
83351587,4.50E+07,0.095026573,3634201
31886361,4.50E+07,0.07766217,3634249
925576,0,0.01631795,3634414
30918,0,2.58E-05,3634454
1223326,0,0.019888452,3634498
37412945,4.00E+07,0.070894391,3634560
146336178,2.60E+07,0.081716922,3634589
71038190,3.00E+07,0.090811378,3634590
35671,0,5.05E-05,3634650
30168,0,0.000175193,3634795
38691,0,5.05E-05,3634826
26875268,2.30E+07,0.053032077,3634939
11000,0,2.81E-05,3635018
36992,0,0.000253478,3635192
4141,0,2.50E-05,3635277
2436633,0,0.019546501,3635287
8088,0,0.000374775,3635291
11021,0,5.01E-05,3635384
33519628,4.00E+07,0.058550263,3635409
81526121,9.00E+07,0.07688993,3635498
53790451,6.00E+07,0.077475456,3635534
4330020,0,0.065232867,3635787
26632,0,0.000274959,3635945
590700,0,0.001920162,3635994
3960414,0,0.001093323,3636033
198542554,1.40E+08,0.091674647,3636242
471334,0,0.001515917,3636264
2281761,0,0.005385156,3636513
40940662,0,0.043313475,3636765
14351,0,0.000126518,3636885
9177065,1.50E+07,0.050994403,3636935
498428,0,0.000624906,3637082
41382841,0,0.052326347,3637098
46109,0,0.000252653,3637512
49979,0,0.000472943,3637544
10011996,0,0.031420018,3637795
83350911,1.32E+08,0.094478927,3637940
1392616,0,0,3638000
112159,0,0.000350385,3638427
126793,0,0.000224165,3638529
12434778,1.60E+07,0.051812818,3638563
67046,0,0.000474929,3638631
15679,0,2.81E-05,3638637
88768303,9.50E+07,0.085931174,3639364
68559554,9.00E+07,0.076953828,3639366
26064,0,2.55E-05,3639586
12918858,0,0.06511556,3639605
16201,0,0.000247015,3639820
23984949,0,0.068593081,3639915
2223293,6.00E+07,0.007288819,3640159
1171001,0,0.002634044,3640542
1893139,0,0,3640544
1558836,0,0.018420262,3640871
4445756,0,0.01381657,3640915
1672,0,2.74E-05,3641288
70,0,2.50E-05,3641928
57469467,0,0.069150561,3642000
17092453,0,0.073451257,3642002
88312,0,7.73E-05,3642112
76233151,6.50E+07,0.092149151,3642138
18123,0,0.000199134,3642188
10618,0,7.65E-05,3642208
87404651,1.00E+08,0.078906031,3642365
7282851,0,0.053050283,3643199
1034589,0,0.02793324,3643259
5624282,0,0.054407633,3643436
1383553,0,0.01372305,3643584
7061128,3.00E+06,0.027593388,3643611
104636382,0,0.071945108,3643691
263723,0,0.000328947,3643775
77446440,2.60E+07,0.062592679,3643812
2970,0,7.80E-05,3643818
37709979,1.20E+07,0.030606636,3643998
45661,0,8.78E-05,3644188
46566212,1.30E+07,0.069743331,3644277
7822,0,5.05E-05,3644555
3560932,0,0.030321539,3644738
3221152,0,0.001990166,3644783
1238905,0,0.001611151,3645582
12008,0,2.55E-05,3645604
31407873,0,0.054197395,3645631
2528664,3.00E+05,0.0028331,3646042
23103423,0,0.058457223,3646758
87341380,2.70E+07,0.079105938,3647840
77907,0,0.000360881,3647897
52909,0,0.000425468,3647900
12143484,0,0.086950831,3648015
3261638,0,0,3648424
15430,0,8.41E-05,3648692
25003155,2.40E+07,0.063031377,3648869
376512,0,0.002168322,3648871
309420425,3.00E+08,0.112440068,3649062
423315812,2.25E+08,0.107588182,3649065
241071802,2.50E+08,0.105204649,3649069
305413918,1.40E+08,0.095820477,3649073
39240659,2.30E+07,0.053052585,3649567
65001093,1.70E+07,0.070268771,3649587
184296230,2.90E+07,0.091486277,3649588
78747585,8.80E+07,0.093061041,3649857
5716,0,2.65E-05,3649925
275171,0,0.000591449,3650107
53471,0,8.23E-05,3650381
289323,0,0.008510075,3650404
90288712,5.00E+07,0.092844293,3650657
49530280,0,0.074253715,3650663
59165787,5.00E+07,0.096080689,3650665
42194060,7.00E+07,0.077358346,3650677
273870,0,0.000360881,3650682
180011740,1.00E+08,0.099419816,3650779
138530565,6.00E+06,0.0739281,3651349
1348771,0,0,3651353
8434146,2.40E+07,0.042767499,3651576
659483,0,0.001401881,3651650
264,0,2.52E-05,3651762
3970078,2.00E+07,0.009014282,3652416
2669366,0,0.05426436,3652472
13102272,0,0.071605063,3652478
4166918,0,0.046414561,3652492
40584421,6.00E+07,0.051890658,3652873
4033574,3.00E+06,0.006882591,3652996
6148000,0,0.01104639,3653381
71145,0,0.001412208,3653700
3080,0,0.00024985,3653841
141579773,0,0.099019502,3654191
27515786,0,0.050144385,3654828
43218387,0,0.065952352,3655133
28782481,1.05E+08,0.072739089,3655134
30038362,0,0.064738937,3655206
708215,0,0.000936235,3655282
787280,0,0,3655348
1829804,0,0.00079321,3655385
55600000,0,0.078148362,3656219
43579163,0,0.084516267,3656221
28061343,0,0.077163896,3656223
19510371,0,0.0735008,3656225
11567217,0,0.070982941,3656227
126247,0,0,3656231
692588,0,0.001726762,3656598
8598593,0,0.007696748,3656843
47425125,3.50E+07,0.081037844,3657056
40996665,0,0.075582501,3657061
14114488,0,0.06359981,3657062
23219748,1.00E+08,0.066523175,3657370
11669,0,0.000374686,3657621
18098433,2.00E+07,0.067103587,3657779
563711,0,0.005015692,3657882
3313583,7.00E+06,0.020052949,3658127
4205000,0,0.042818296,3658381
9639125,0,0.057574551,3658678
20518905,0,0.068943037,3659318
421516,0,0.00019715,3659402
60674817,1.60E+08,0.092541976,3660623
18289763,0,0.037032701,3661069
10113733,0,0.017344766,3661123
6380019,0,0.049932455,3661259
39071603,0,0.055555556,3661561
62062,0,0.000109785,3661601
13804,0,2.60E-05,3662144
586938,0,0,3662169
589244,0,0.000951187,3662777
30862156,0,0.058219301,3662781
3800000,0,0.036396827,3662834
292470,0,0.000112082,3662870
39359,0,8.42E-05,3663149
46683377,7.50E+07,0.077616483,3663528
18587135,0,0.075389381,3663832
90066,0,0.000128753,3664181
515065,0,0.002758097,3664393
47566524,1.00E+07,0.025565213,3664443
59735548,1.50E+07,0.072137219,3664575
30669413,0,0.083060385,3664581
52000688,4.00E+07,0.067535425,3664622
589304,8.00E+06,0.006307861,3664759
20006730,0,0.049496312,3664976
20275446,3.50E+07,0.056855428,3665532
47852604,2.00E+07,0.072975202,3665588
44803,0,5.15E-05,3666300
86303188,0,0.060930545,3666372
40471663,0,0.052799033,3666625
305800,0,0.000636807,3666719
6537,0,7.73E-05,3666787
178406268,1.40E+07,0.076047703,3666798
58040,0,0.000140252,3666964
7413,0,5.04E-05,3667070
3440228,1.80E+07,0.022183128,3667098
2165188,0,0.001133028,3667139
1499605,0,0.007542191,3667145
38405088,0,0.035422416,3667212
7057600,0,0.039129762,3667225
15740721,3.00E+07,0.066565381,3667286
377271,0,0.00056101,3667298
10938134,2.80E+07,0.072957634,3667303
29136626,6.00E+07,0.072359778,3667410
56116183,0,0.066698059,3667672
39001187,6.50E+07,0.057831889,3667727
22827153,2.20E+07,0.048742305,3667792
424760,7000,0.00085083,3667903
10597734,0,0.062999433,3668001
205139,0,0.000574655,3668152
7838,0,0.000109954,3668235
14182492,0,0.054632038,3668237
90759676,2.00E+08,0.092257085,3668260
3062530,0,0.011278055,3668443
22167,0,1.00E-04,3668454
883887,9.00E+06,0.001197971,3668484
345704,4.00E+06,0.001851934,3669006
61002302,4.60E+07,0.08220068,3669204
41230799,2.80E+07,0.069574769,3669895
331816,0,0.004941806,3669964
26657534,0,0.034980234,3670498
53470891,0,0.074284035,3670746
25104700,0,0.060879094,3670750
73544,0,0.000283257,3671104
22348241,1.20E+07,0.072489127,3671822
411184,0,0.000555836,3672001
18532286,0,0.045195996,3672126
54731865,0,0.077025869,3672129
10130219,8.00E+06,0.068974229,3672389
43869350,2.00E+07,0.07264253,3672415
126477084,1.30E+08,0.086783319,3672536
316199,0,0.002954275,3672651
7597898,0,0.042257072,3672661
247948,0,0.000140821,3672677
7535331,2.00E+07,0.013717894,3672809
32598931,6.50E+07,0.074356085,3672828
39347,0,0.000224966,3672974
13850,0,7.73E-05,3673300
1246,0,2.74E-05,3673441
178875,0,0.000265336,3673495
131357,0,0.019312973,3673555
8840,0,0.000174242,3673670
